Unnamed: 0,country,year,biofuel_electricity,hydro_electricity,nuclear_electricity,solar_electricity,wind_electricity,other_renewable_electricity,coal_electricity,gas_electricity,oil_electricity,total,timestamp,temperature,humidity,wind_speed,demand
1761,Indonesia,2013,0.184,16.754,0.0,0.005,0.001,9.594,104.433,54.133,19.559,204.663,2025-03-01 12:47:17,24.08754669119922,45.19193442076862,13.100762465565712,425.4312397782787
1762,Indonesia,2014,0.96,15.01,0.0,0.007,0.001,11.0,111.52,56.432,21.655,216.585,2025-03-01 12:47:17,31.88714165479232,78.22160711263814,1.260025717809385,939.205378972579
1763,Indonesia,2015,1.134,13.604,0.0,0.005,0.004,11.184,116.68,49.518,30.311,222.44,2025-03-01 12:47:17,16.961651615684893,79.06932441397143,10.222890448299754,667.5476244855485
1764,Indonesia,2016,1.799,18.49,0.0,0.021,0.006,12.455,126.382,55.394,21.98,236.527,2025-03-01 12:47:17,24.76482274043556,88.73684135127971,10.20164547649916,940.7398094137058
1765,Indonesia,2017,0.829,18.446,0.0,0.029,0.006,13.593,138.905,52.298,18.048,242.154,2025-03-01 12:47:17,18.000973293879685,60.11217186147022,10.036200252934249,781.4499628712676
1766,Indonesia,2018,13.513,21.42,0.0,0.091,0.19,27.433,149.522,53.533,17.207,282.909,2025-03-01 12:47:17,21.4935185378012,57.29741278366423,14.135017424025554,193.09164998388604
1767,Indonesia,2019,11.232,20.949,0.0,0.098,0.484,26.132,167.833,48.926,16.712,292.366,2025-03-01 12:47:17,29.747141547755994,75.20853632678885,12.346312935103208,308.0362308064093
1768,Iran,2000,0.0,3.625,0.0,0.0,0.037,0.0,0.463,78.093,32.064,114.282,2025-03-01 12:47:17,24.52036258737533,37.9482393805156,0.6295908936525901,454.7534091251556
1769,Iran,2001,0.0,5.026,0.0,0.0,0.034,0.0,0.45,85.249,31.884,122.643,2025-03-01 12:47:17,22.517765702915387,62.81493082758745,7.066242760567698,253.0961938108684
1770,Iran,2002,0.0,8.004,0.0,0.0,0.03,0.0,0.495,94.128,30.364,133.021,2025-03-01 12:47:17,22.889525571400707,62.77485600785106,5.969295843020002,545.4204442989944
1771,Iran,2003,0.0,10.987,0.0,0.0,0.027,0.0,0.446,103.786,29.956,145.202,2025-03-01 12:47:17,24.188935368119733,35.36838736862323,4.652208316362031,524.2313401313415
1772,Iran,2004,0.0,10.521,0.0,0.0,0.047,0.0,0.464,111.642,34.764,157.438,2025-03-01 12:47:17,30.700330876741138,55.07904513041481,6.770050877311459,960.6332782246432
1773,Iran,2005,0.0,15.939,0.0,0.0,0.071,0.0,0.535,116.648,35.02,168.213,2025-03-01 12:47:17,32.84169377880469,81.19708791403212,5.762912773889662,490.35509460637996
1774,Iran,2006,0.0,18.083,0.0,0.0,0.125,0.0,0.529,117.274,46.031,182.042,2025-03-01 12:47:17,34.10669373007856,81.36921731967962,6.48500849817998,807.064123859198
1775,Iran,2007,0.0,17.807,0.0,0.0,0.143,0.0,0.543,131.011,43.151,192.655,2025-03-01 12:47:17,30.7380677251059,35.95425989518086,14.688927984129638,947.7194903663319
1776,Iran,2008,0.0,4.953,0.0,0.0,0.196,0.0,0.378,131.015,65.378,201.92,2025-03-01 12:47:17,21.308137914960252,35.44325296486985,1.3294946212437115,889.2899478765869
1777,Iran,2009,0.002,7.161,0.0,0.0,0.225,0.002,0.352,139.83,60.893,208.465,2025-03-01 12:47:17,28.76269412173084,45.76172862011612,13.833463047580947,287.8008620604327
1778,Iran,2010,0.01,9.431,0.0,0.0,0.163,0.01,0.329,163.423,46.113,219.479,2025-03-01 12:47:17,23.75206248110784,82.48596375323962,7.2035507020654,546.4269048281899
1779,Iran,2011,0.022,11.937,0.098,0.0,0.217,0.022,0.405,133.789,79.588,226.078,2025-03-01 12:47:17,20.09341244092102,37.734155104409936,9.356133682493118,412.96580406633313
1780,Iran,2012,0.023,12.323,1.328,0.0,0.207,0.023,0.384,146.969,78.013,239.27,2025-03-01 12:47:17,31.817431588518453,73.19980815764677,12.452744499265409,459.87282562349395
1781,Iran,2013,0.021,14.436,3.894,0.0,0.38,0.021,0.437,129.421,98.476,247.086,2025-03-01 12:47:17,15.7685269792465,36.06993717678619,5.406945437238833,424.7261436211761
1782,Iran,2014,0.047,13.723,3.724,0.0,0.36,0.047,0.497,180.479,59.542,258.419,2025-03-01 12:47:17,33.03523984270847,67.38827122486953,6.456328621319504,843.7232891575037
1783,Iran,2015,0.014,13.949,3.198,0.001,0.22,0.014,0.435,194.209,52.945,264.985,2025-03-01 12:47:17,24.22954929249468,51.36403794714869,6.142777204180709,506.9251496102027
1784,Iran,2016,0.024,16.257,5.924,0.004,0.25,0.024,0.462,211.689,37.677,272.311,2025-03-01 12:47:17,27.74402953616561,77.33483777795202,5.620965338036398,571.3248990202194
1785,Iran,2017,0.024,14.9,6.366,0.085,0.306,0.024,0.598,239.733,27.558,289.594,2025-03-01 12:47:17,28.187078444115656,44.021426929521816,13.882939824703424,984.2026213423671
1786,Iran,2018,0.024,15.607,6.3,0.222,0.368,0.024,0.57,189.979,78.216,291.31,2025-03-01 12:47:17,32.90235481413073,68.35210976339759,12.433948367895182,153.9813449723648
1787,Iran,2019,0.024,30.071,5.866,0.244,0.398,0.024,0.597,190.321,78.776,306.321,2025-03-01 12:47:17,27.733393643344147,44.1409520745531,1.6349998479446417,539.1618758116739
1788,Iran,2020,0.024,21.952,5.866,0.244,0.398,0.024,0.597,213.159,93.744,336.008,2025-03-01 12:47:17,27.27867169520124,72.81961698672923,1.6218502871564406,796.6555362515045
1789,Iraq,2000,0.0,0.605,0.0,0.0,0.0,0.0,0.0,8.142,21.27,30.017,2025-03-01 12:47:17,16.3330408112138,82.42068207364493,6.418042722794867,236.0457623694039
1790,Iraq,2001,0.0,0.612,0.0,0.0,0.0,0.0,0.0,8.231,21.504,30.347,2025-03-01 12:47:17,25.36816043890408,37.6081079476056,1.4798606509921357,650.3784351532966
1791,Iraq,2002,0.0,0.512,0.0,0.0,0.0,0.0,0.0,8.677,22.668,31.857,2025-03-01 12:47:17,18.003380016340834,81.99574131573021,9.286396429066794,315.51830158102007
1792,Iraq,2003,0.0,0.429,0.0,0.0,0.0,0.0,0.0,7.262,18.971,26.662,2025-03-01 12:47:17,29.748675374429716,65.61451526485789,2.155374108926009,880.6637019021108
1793,Iraq,2004,0.0,0.488,0.0,0.0,0.0,0.0,0.0,8.275,21.619,30.382,2025-03-01 12:47:17,25.244438416253487,37.62662945202144,7.835598959502016,394.38969886007135
1794,Iraq,2005,0.0,5.94,0.0,0.0,0.0,0.0,0.0,7.831,15.105,28.876,2025-03-01 12:47:17,28.604555584167063,55.65251132158272,0.1082992050557662,396.1565352108186
1795,Iraq,2006,0.0,6.035,0.0,0.0,0.0,0.0,0.0,9.478,16.586,32.099,2025-03-01 12:47:17,15.833458012047686,39.65161760910587,4.748945226189701,638.3744906661042
1796,Iraq,2007,0.0,5.679,0.0,0.0,0.0,0.0,0.0,9.4,16.451,31.53,2025-03-01 12:47:17,16.695840320916066,72.02087333199417,10.157860855089831,265.20661730791784
1797,Iraq,2008,0.0,3.45,0.0,0.0,0.0,0.0,0.0,11.401,19.951,34.802,2025-03-01 12:47:17,29.32646776125365,75.53208806507698,7.2605841034177265,356.39977501275496
1798,Iraq,2009,0.0,3.195,0.0,0.0,0.0,0.0,0.0,14.486,25.351,43.032,2025-03-01 12:47:17,16.441686719973468,36.34779121636794,14.674042289984822,474.9686651074704
1799,Iraq,2010,0.0,4.718,0.0,0.0,0.0,0.0,0.0,15.088,26.404,46.21,2025-03-01 12:47:17,16.42513455530517,60.36839116167866,13.111556940993164,418.2740768260993
1800,Iraq,2011,0.0,3.363,0.0,0.0,0.0,0.0,0.0,17.264,30.212,50.839,2025-03-01 12:47:17,15.242169504697747,78.87750336155503,5.3860616856472685,572.3894962050242
1801,Iraq,2012,0.0,4.348,0.0,0.0,0.0,0.0,0.0,15.992,23.137,43.477,2025-03-01 12:47:17,34.1300279659896,86.16978249305978,0.682298122084119,639.6761296620697
1802,Iraq,2013,0.0,4.709,0.0,0.046,0.0,0.0,0.0,26.872,23.573,55.2,2025-03-01 12:47:17,29.75016718918014,60.8110720045062,12.684394501725285,610.0007083751482
1803,Iraq,2014,0.0,2.902,0.0,0.057,0.0,0.0,0.0,33.565,27.382,63.906,2025-03-01 12:47:17,22.065028170041284,87.01675341668442,13.66851465472007,688.751480792739
1804,Iraq,2015,0.0,2.521,0.0,0.057,0.0,0.0,0.0,34.241,27.933,64.752,2025-03-01 12:47:17,20.930711625753105,62.141338227361786,12.309410901285553,376.97456494703823
1805,Iraq,2016,0.0,3.337,0.0,0.057,0.0,0.0,0.0,39.685,32.374,75.453,2025-03-01 12:47:17,21.994064594916992,53.65142967599448,1.919249113796473,213.78360443952525
1806,Iraq,2017,0.0,2.154,0.0,0.057,0.0,0.0,0.0,49.047,31.031,82.289,2025-03-01 12:47:17,30.49307062362364,80.89218771317373,14.968727016184316,784.7267872879694
1807,Iraq,2018,0.0,1.8,0.0,0.057,0.0,0.0,0.0,46.422,29.371,77.65,2025-03-01 12:47:17,28.227412221408287,59.57896262748534,3.878763323291608,865.7023443676138
1808,Iraq,2019,0.0,2.453,0.0,0.057,0.0,0.0,0.0,50.483,29.85,82.843,2025-03-01 12:47:17,18.70391135734936,58.31415063387138,10.863073692125552,331.305609000189
1809,Ireland,2000,0.095,0.847,0.0,0.0,0.244,0.095,6.817,9.263,6.408,23.769,2025-03-01 12:47:17,18.482186706681688,59.4187493645897,13.620523145035824,466.38276054221774
1810,Ireland,2001,0.097,0.596,0.0,0.0,0.334,0.097,7.062,9.147,7.396,24.729,2025-03-01 12:47:17,16.967912994267948,80.80710011218471,3.5353067149606416,548.7122952671998
1811,Ireland,2002,0.082,0.912,0.0,0.0,0.388,0.082,6.821,10.83,5.81,24.925,2025-03-01 12:47:17,28.206054394026765,79.91649250128313,13.623878320155992,579.9941584776427
1812,Ireland,2003,0.086,0.598,0.0,0.0,0.454,0.086,6.203,13.039,4.481,24.947,2025-03-01 12:47:17,30.28745324443472,54.21119954641267,4.642223687923004,693.5411539788867
1813,Ireland,2004,0.109,0.63,0.0,0.0,0.655,0.109,6.229,12.895,4.697,25.324,2025-03-01 12:47:17,20.30092856650008,49.9979915922315,14.64619833576084,137.44291001978922
1814,Ireland,2005,0.13,0.631,0.0,0.0,1.112,0.13,6.389,11.575,5.789,25.756,2025-03-01 12:47:17,15.418899220618256,59.51568144234776,4.218900305707119,749.3293744606153
1815,Ireland,2006,0.128,0.724,0.0,0.0,1.622,0.128,5.884,13.786,4.971,27.243,2025-03-01 12:47:17,16.643433349528546,64.36635058422654,14.301537371367528,155.77390628146924
1816,Ireland,2007,0.17,0.667,0.0,0.0,1.958,0.17,5.499,15.464,4.09,28.018,2025-03-01 12:47:17,34.357200696900605,44.30023263767982,0.8031697633901236,521.459710905581
1817,Ireland,2008,0.209,0.968,0.0,0.0,2.41,0.209,5.142,16.718,4.461,30.117,2025-03-01 12:47:17,20.908895549548404,77.63730508293543,10.639080175047194,844.9040220122747
1818,Ireland,2009,0.252,0.902,0.0,0.0,2.955,0.252,4.004,16.3,3.546,28.211,2025-03-01 12:47:17,30.384462956762672,59.18896594394538,7.981667007555055,506.0937819505566
1819,Ireland,2010,0.314,0.599,0.0,0.0,2.815,0.314,3.555,18.113,2.78,28.49,2025-03-01 12:47:17,27.493271377085275,50.042732905197575,7.16815615684096,234.180773891423
1820,Ireland,2011,0.336,0.707,0.0,0.001,4.38,0.336,3.945,15.435,2.361,27.501,2025-03-01 12:47:17,22.63879279305792,36.40925957783944,3.3524147138376,986.5304605053637
1821,Ireland,2012,0.443,0.802,0.0,0.001,4.01,0.443,5.024,14.142,2.721,27.586,2025-03-01 12:47:17,19.113745243911104,44.33070962421642,10.58393684664738,900.356915866837
1822,Ireland,2013,0.486,0.599,0.0,0.001,4.542,0.486,4.283,13.133,2.533,26.063,2025-03-01 12:47:17,17.42772836318813,86.95687030535902,2.8621423716946066,794.1822699025126
1823,Ireland,2014,0.541,0.709,0.0,0.002,5.14,0.541,3.957,12.638,2.821,26.349,2025-03-01 12:47:17,27.30025936077733,48.30598120917159,8.292626939771523,470.36044260928935
1824,Ireland,2015,0.479,0.806,0.0,0.003,6.573,0.479,4.874,12.371,2.996,28.581,2025-03-01 12:47:17,30.49267561275576,40.13155736202212,3.798680445603762,265.461154200368
1825,Ireland,2016,0.679,0.681,0.0,0.006,6.147,0.679,4.696,15.332,2.68,30.9,2025-03-01 12:47:17,27.87808507082261,57.64036749929959,14.334320696720342,947.2700632766511
1826,Ireland,2017,0.733,0.692,0.0,0.011,7.444,0.733,3.645,15.683,2.462,31.403,2025-03-01 12:47:17,25.606042664983164,48.42526460161492,0.4294679075347923,579.1160138654251
1827,Ireland,2018,0.844,0.694,0.0,0.017,8.64,0.844,2.152,16.017,2.532,31.74,2025-03-01 12:47:17,15.839024468632726,32.10955501627165,2.995924201668548,867.1199143487366
1828,Ireland,2019,0.844,0.886,0.0,0.017,9.463,0.844,0.599,16.626,2.327,31.606,2025-03-01 12:47:17,34.36977555188768,49.38871303676504,3.634659095811716,407.8855051834832
1829,Ireland,2020,0.844,0.915,0.0,0.017,11.114,0.844,0.739,16.393,1.617,32.483,2025-03-01 12:47:17,30.97428383309149,62.646517436368114,6.211017386517247,401.75948537152357
1830,Israel,2000,0.0,0.031,0.0,0.0,0.0,0.0,19.148,20.924,0.0,40.103,2025-03-01 12:47:17,20.85644073401929,63.102742321198015,3.490953628050803,986.9864326066352
1831,Israel,2001,0.0,0.01,0.0,0.0,0.01,0.0,19.732,21.563,0.0,41.315,2025-03-01 12:47:17,34.599406587177015,51.39353527061332,7.370236354031779,569.6497436453649
1832,Israel,2002,0.0,0.021,0.0,0.0,0.011,0.0,20.423,22.317,0.0,42.772,2025-03-01 12:47:17,27.037631792726444,56.83816537515604,13.086982848878083,226.62588147467164
1833,Israel,2003,0.0,0.031,0.0,0.0,0.012,0.0,21.11,23.068,0.0,44.221,2025-03-01 12:47:17,26.64845316414493,87.93107509408598,10.68095132113756,297.7072101952367
1834,Israel,2004,0.0,0.028,0.0,0.0,0.011,0.0,21.219,23.187,0.0,44.445,2025-03-01 12:47:17,29.961463588590643,52.6409086338187,8.699429708026665,533.7498514534486
1835,Israel,2005,0.0,0.028,0.0,0.0,0.011,0.0,21.813,23.836,0.0,45.688,2025-03-01 12:47:17,31.23539576180275,45.49360879559898,1.3350476697401947,138.2238194395702
1836,Israel,2006,0.0,0.015,0.0,0.0,0.01,0.0,22.698,24.803,0.0,47.526,2025-03-01 12:47:17,28.129572146630053,44.60802264400561,10.409881625839134,516.2805868404705
1837,Israel,2007,0.0,0.014,0.0,0.0,0.01,0.0,24.151,26.391,0.0,50.566,2025-03-01 12:47:17,17.561914927324,57.46587676224805,2.496214264664098,477.0467578721148
1838,Israel,2008,0.007,0.016,0.0,0.0,0.009,0.007,23.746,29.599,0.0,53.384,2025-03-01 12:47:17,21.76535011988997,75.57120892301664,11.79551078942547,801.4026387875383
1839,Israel,2009,0.042,0.024,0.0,0.024,0.009,0.042,22.863,28.499,0.0,51.503,2025-03-01 12:47:17,33.561672806520995,42.35929105130839,3.750851377652298,419.44776804031756
1840,Israel,2010,0.051,0.031,0.0,0.07,0.008,0.051,24.432,30.454,0.0,55.097,2025-03-01 12:47:17,19.49231223687704,72.55776762844609,6.255730924813514,984.2938853856394
1841,Israel,2011,0.053,0.029,0.0,0.192,0.007,0.053,23.271,32.469,0.0,56.074,2025-03-01 12:47:17,22.443340476750265,31.268989400964976,5.257053034768918,262.6929273708128
1842,Israel,2012,0.053,0.033,0.0,0.369,0.006,0.053,24.535,34.233,0.0,59.282,2025-03-01 12:47:17,23.64153765888392,55.13597867903676,12.882208720122852,631.8880164713214
1843,Israel,2013,0.079,0.028,0.0,0.494,0.006,0.079,23.841,33.265,0.0,57.792,2025-03-01 12:47:17,23.78809979388905,76.5519039121672,1.898166880701122,180.7293673074292
1844,Israel,2014,0.098,0.013,0.0,0.84,0.006,0.098,23.504,32.794,0.0,57.353,2025-03-01 12:47:17,27.25879164989051,50.32397734646588,8.48467323577183,760.4775855945838
1845,Israel,2015,0.171,0.024,0.0,1.115,0.007,0.171,23.058,36.173,0.0,60.719,2025-03-01 12:47:17,33.861516754894154,63.82422608672397,2.130924141645933,995.2783192557744
1846,Israel,2016,0.171,0.0,0.0,1.544,0.046,0.171,21.359,40.04,0.0,63.331,2025-03-01 12:47:17,19.8138542366501,42.298753969554646,10.5719375419828,837.224773976469
1847,Israel,2017,0.171,0.0,0.0,1.511,0.047,0.171,21.283,40.513,0.0,63.696,2025-03-01 12:47:17,17.43002752601836,74.51972346757034,13.576171916917218,600.1331866482711
1848,Israel,2018,0.171,0.0,0.0,1.574,0.064,0.171,21.684,41.275,0.0,64.939,2025-03-01 12:47:17,18.949409797198747,33.13674619612558,6.519114808008801,536.2672216597228
1849,Israel,2019,0.171,0.0,0.0,2.597,0.064,0.171,22.23,42.315,0.0,67.548,2025-03-01 12:47:17,32.73849800418539,81.15255869253002,7.321383903974638,851.5269651401622
1850,Italy,2000,1.394,44.199,0.0,0.018,0.563,6.099,26.272,101.36,90.644,270.549,2025-03-01 12:47:17,27.91621625310412,41.891783185300085,13.911342547241434,942.3766762396518
1851,Italy,2001,1.832,46.81,0.0,0.019,1.179,6.339,31.73,104.188,80.807,272.904,2025-03-01 12:47:17,20.7181357847832,82.46388190249985,7.814870829740357,990.2858732182837
1852,Italy,2002,2.709,39.519,0.0,0.021,1.404,7.371,35.447,99.414,93.587,279.472,2025-03-01 12:47:17,31.318938779372345,51.15175447803104,7.313976570743414,456.8853048080357
1853,Italy,2003,3.373,36.67,0.0,0.024,1.458,8.714,38.813,117.3,82.411,288.763,2025-03-01 12:47:17,32.22739992726872,73.3610144684692,8.674936540564563,991.825727315061
1854,Italy,2004,4.221,42.338,0.0,0.029,1.847,9.658,45.518,129.843,65.595,299.049,2025-03-01 12:47:17,31.93028677380556,49.15351786717131,10.33844604544428,240.33362695644834
1855,Italy,2005,4.674,36.067,0.0,0.031,2.343,9.999,43.606,149.327,54.352,300.399,2025-03-01 12:47:17,33.378530672791086,84.35470027407885,1.6032506263054709,328.1947983387183
1856,Italy,2006,5.107,36.994,0.0,0.035,2.971,10.634,44.208,158.139,53.683,311.771,2025-03-01 12:47:17,20.04482040346723,37.59822753110246,12.31665791612274,180.11451226050656
1857,Italy,2007,5.257,32.815,0.0,0.039,4.034,10.826,44.112,172.709,42.665,312.457,2025-03-01 12:47:17,30.100838574925568,40.71118735635592,6.532575411798889,344.5646648360335
1858,Italy,2008,5.966,41.623,0.0,0.193,4.861,11.487,43.073,172.767,38.503,318.473,2025-03-01 12:47:17,24.2107899454828,59.58180750952813,1.0852276484622831,791.14379645621
1859,Italy,2009,7.555,49.137,0.0,0.676,6.543,12.897,39.745,147.357,31.216,295.126,2025-03-01 12:47:17,31.83997105780123,34.91630634228877,11.792740037973196,867.6319223606047
1860,Italy,2010,9.439,51.117,0.0,1.906,9.126,14.815,39.734,152.811,28.387,307.335,2025-03-01 12:47:17,29.569813543232264,41.75881108210572,5.654249575294081,801.0033805923146
1861,Italy,2011,10.831,45.823,0.0,10.796,9.856,16.485,44.726,144.598,27.455,310.57,2025-03-01 12:47:17,30.52894892999449,86.62598293272086,1.505512426425809,667.9592003509266
1862,Italy,2012,12.486,41.875,0.0,18.862,13.407,18.077,49.141,129.142,25.977,308.967,2025-03-01 12:47:17,28.12323675362143,88.58937966887322,9.506685593148758,562.569861270381
1863,Italy,2013,17.083,52.773,0.0,21.589,14.897,22.742,45.105,108.907,21.065,304.161,2025-03-01 12:47:17,18.548575389394134,52.57555975982532,13.201970301504623,737.8338602922819
1864,Italy,2014,18.724,58.545,0.0,22.306,15.178,24.64,43.454,93.656,19.65,296.153,2025-03-01 12:47:17,25.90053837793877,85.39716126083613,13.316302641209797,451.7501943404996
1865,Italy,2015,19.385,45.537,0.0,22.942,14.844,25.57,43.201,110.878,17.981,300.338,2025-03-01 12:47:17,34.69339479049016,62.6894805404059,14.364952122134598,857.1775163497316
1866,Italy,2016,19.497,42.432,0.0,22.104,17.689,25.786,35.607,126.172,17.406,306.693,2025-03-01 12:47:17,33.74776132994238,46.18454795242602,13.01558189650032,709.4710845791069
1867,Italy,2017,19.367,36.199,0.0,24.378,17.742,25.568,32.627,140.364,16.454,312.699,2025-03-01 12:47:17,15.863474715940232,72.14392326483592,0.0321137901821283,728.0242286449677
1868,Italy,2018,19.14,48.786,0.0,22.654,17.716,25.246,28.47,128.556,15.951,306.519,2025-03-01 12:47:17,18.296296314588744,69.53410839449143,5.703617496200853,582.3423938161641
1869,Italy,2019,19.125,46.877,0.0,24.67,20.319,25.212,19.668,137.456,15.951,309.278,2025-03-01 12:47:17,17.63457546909124,89.34751914652401,12.278138698582543,896.7060857900553
1870,Italy,2020,19.178,48.079,0.0,26.604,18.943,25.228,14.965,125.632,15.884,294.513,2025-03-01 12:47:17,29.51959819970591,45.902837244557,5.493795089977113,326.81326031114725
1871,Jamaica,2000,0.103,0.114,0.0,0.0,0.0,0.103,0.0,1.102,4.903,6.325,2025-03-01 12:47:17,31.3557065971389,70.32357015970413,9.023227595695593,443.03288802494563
1872,Jamaica,2001,0.085,0.059,0.0,0.0,0.0,0.085,0.0,1.123,4.997,6.349,2025-03-01 12:47:17,19.27022732621344,33.12142530176681,9.09475421061798,799.8783127099201
1873,Jamaica,2002,0.031,0.093,0.0,0.0,0.0,0.031,0.0,1.174,5.226,6.555,2025-03-01 12:47:17,25.11705385903658,36.81876232180316,5.475379560582346,543.474006516404
1874,Jamaica,2003,0.031,0.116,0.0,0.0,0.0,0.031,0.0,1.207,5.371,6.756,2025-03-01 12:47:17,31.814060560224,30.2351024970656,13.567108909219314,900.2926120817717
1875,Jamaica,2004,0.036,0.133,0.0,0.0,0.032,0.036,0.0,1.21,5.384,6.831,2025-03-01 12:47:17,29.65603089532501,89.96764086358039,7.548425180791764,411.75938778656706
1876,Jamaica,2005,0.036,0.15,0.0,0.0,0.05,0.036,0.0,1.239,5.514,7.025,2025-03-01 12:47:17,25.844744109836967,78.13642182884867,6.971763089062512,432.3971519376803
1877,Jamaica,2006,0.037,0.164,0.0,0.0,0.055,0.037,0.0,1.244,5.538,7.075,2025-03-01 12:47:17,26.806953809175457,77.20338088401245,14.962706184928438,899.8622104479628
1878,Jamaica,2007,0.037,0.158,0.0,0.0,0.052,0.037,0.0,0.983,4.373,5.64,2025-03-01 12:47:17,25.1672109383256,60.58356451729078,7.40250546108925,517.933288163837
1879,Jamaica,2008,0.053,0.156,0.0,0.0,0.049,0.053,0.0,0.686,3.051,4.048,2025-03-01 12:47:17,20.950969026376413,48.0040249743264,2.675973778928716,564.5121257822381
1880,Jamaica,2009,0.025,0.139,0.0,0.0,0.059,0.025,0.0,0.703,3.127,4.078,2025-03-01 12:47:17,26.30043985718032,39.07585706776055,7.69604134295157,399.48734380211147
1881,Jamaica,2010,0.02,0.15,0.0,0.0,0.053,0.02,0.0,0.688,3.061,3.992,2025-03-01 12:47:17,28.777706041001814,47.08048433078782,12.21025103279895,349.00294796117373
1882,Jamaica,2011,0.028,0.15,0.0,0.0,0.091,0.028,0.0,0.687,3.059,4.043,2025-03-01 12:47:17,32.46645831721615,52.55827331574835,11.65290490347422,690.3538397545528
1883,Jamaica,2012,0.028,0.149,0.0,0.0,0.107,0.028,0.0,0.668,2.973,3.953,2025-03-01 12:47:17,27.72582707958496,75.37860581881765,11.828726476627065,207.85659538708347
1884,Jamaica,2013,0.03,0.115,0.0,0.0,0.115,0.03,0.0,0.672,2.989,3.951,2025-03-01 12:47:17,30.22243074086316,62.37970733418914,10.620356759968676,891.3453770646183
1885,Jamaica,2014,0.033,0.135,0.0,0.0,0.119,0.033,0.0,0.602,3.004,3.926,2025-03-01 12:47:17,18.20143269909146,34.64901759332896,3.813267436000323,801.2828230885971
1886,Jamaica,2015,0.03,0.128,0.0,0.0,0.125,0.03,0.0,0.602,3.006,3.921,2025-03-01 12:47:17,24.2311494883958,31.08174053753473,12.931261287603473,271.6734373352225
1887,Jamaica,2016,0.024,0.118,0.0,0.013,0.19,0.024,0.0,0.629,3.14,4.138,2025-03-01 12:47:17,15.186632396541864,36.13993077204379,13.401651980643976,724.6179512421088
1888,Jamaica,2017,0.025,0.152,0.0,0.044,0.289,0.025,0.0,0.607,3.028,4.17,2025-03-01 12:47:17,19.93357729043246,54.62992282184276,2.912290449278236,642.3696291570714
1889,Jamaica,2018,0.019,0.177,0.0,0.046,0.302,0.019,0.0,0.605,3.02,4.188,2025-03-01 12:47:17,29.529234302260097,85.9915750229411,1.9568345482709089,266.0815456629797
1890,Jamaica,2019,0.015,0.193,0.0,0.05,0.302,0.015,0.0,0.606,3.024,4.205,2025-03-01 12:47:17,34.83619902698727,68.2441488725533,14.63407452883668,345.88315544520924
1891,Japan,2000,15.213,86.38,305.947,0.347,0.109,38.562,200.705,217.768,164.66,1029.691,2025-03-01 12:47:17,16.983561991744317,78.1095539925309,13.024859454755518,468.08785336045094
1892,Japan,2001,15.297,83.324,303.865,0.475,0.252,38.868,213.864,216.067,140.209,1012.221,2025-03-01 12:47:17,23.029886317225767,57.98247567027291,13.3985422081492,729.3184617209265
1893,Japan,2002,16.54,81.554,280.339,0.669,0.415,40.108,230.356,220.197,160.651,1030.829,2025-03-01 12:47:17,31.00141937398319,51.69996499170257,13.295645769365928,674.8510679353053
1894,Japan,2003,17.886,93.661,228.012,0.903,0.833,42.454,245.438,229.502,164.629,1023.318,2025-03-01 12:47:17,19.080712692577976,36.50402236299736,8.125302360505925,579.0113629090281
1895,Japan,2004,18.183,93.122,268.32,1.189,1.31,41.913,252.66,220.556,154.239,1051.492,2025-03-01 12:47:17,26.10169898604573,82.55598133117229,9.696026049986996,791.5694888026308
1896,Japan,2005,22.096,75.705,280.502,1.493,1.754,46.031,265.939,210.863,162.221,1066.604,2025-03-01 12:47:17,29.66142592059349,76.98960174167416,8.180442782004626,782.1439656455493
1897,Japan,2006,22.315,86.649,291.542,1.794,2.21,46.66,261.328,235.056,137.27,1084.824,2025-03-01 12:47:17,27.31970900520358,40.08708585586351,0.768095237854936,656.0732386560303
1898,Japan,2007,22.998,73.269,267.337,2.015,2.624,47.415,278.498,260.535,172.171,1126.862,2025-03-01 12:47:17,18.760494692308324,60.73563383257563,11.18254628029159,808.2910750463427
1899,Japan,2008,18.866,75.684,241.254,2.251,2.946,40.949,266.212,259.131,142.245,1049.538,2025-03-01 12:47:17,22.107691373714783,59.2424884752747,7.579980500038205,400.83703730128826
1900,Japan,2009,17.764,76.127,263.053,2.758,3.616,40.194,257.149,267.568,91.623,1019.852,2025-03-01 12:47:17,30.675835689707945,67.50549316119171,9.715636121853446,893.124575490345
1901,Japan,2010,28.359,83.432,280.25,3.543,4.016,51.596,288.909,297.333,102.387,1139.825,2025-03-01 12:47:17,26.084530282640333,86.77121363947568,7.539597074633029,653.4190772217466
1902,Japan,2011,28.641,84.551,156.182,4.839,4.676,52.05,273.532,364.459,166.124,1135.054,2025-03-01 12:47:17,15.104592270858255,64.78628650574878,7.377169834836839,840.1271624311875
1903,Japan,2012,29.714,76.177,17.23,6.613,4.838,52.946,297.308,387.3,193.983,1066.109,2025-03-01 12:47:17,30.219815200561875,62.41303600671712,2.5768366421665023,591.6511943112555
1904,Japan,2013,30.916,79.036,13.947,12.879,5.187,55.016,332.061,387.955,160.504,1077.501,2025-03-01 12:47:17,15.70622709880478,33.01937597607984,4.1807057271172345,296.59442048981236
1905,Japan,2014,31.747,83.162,0.0,22.952,5.217,55.214,323.562,410.258,117.343,1049.455,2025-03-01 12:47:17,29.914675654624645,33.774448561081435,2.382790379159337,588.1691158104777
